,gene_id,gene_name,EntrezGene,logFC,logCPM,LR,PValue,FDR,topDE
9565,ENSMUSG00000034159,Mab21l4,71874,-0.242265764,3.015144646,0.259360097,0.610560118,0.999905142,ns
15052,ENSMUSG00000051435,Fhad1,329977,-0.270503491,0.128470179,0.259311723,0.610593405,0.999905142,ns
6216,ENSMUSG00000027613,Eif6,16418,-0.23782888,7.221989758,0.259167443,0.610692711,0.999905142,ns
3530,ENSMUSG00000022197,Pdzd2,68070,-0.238200668,5.893922914,0.259154077,0.610701912,0.999905142,ns
1699,ENSMUSG00000016252,Atp5e,67126,-0.238029717,6.317471017,0.259129714,0.610718684,0.999905142,ns
10280,ENSMUSG00000036241,Ube2r2,67615,0.237938505,6.541115458,0.259064995,0.610763244,0.999905142,ns
8137,ENSMUSG00000031059,Ndufb11,104130,-0.237670018,6.207367171,0.258267525,0.611312894,0.999905142,ns
12294,ENSMUSG00000041629,Fam104a,28081,-0.237998845,5.328194604,0.25806309,0.611453971,0.999905142,ns
7456,ENSMUSG00000029686,Cul1,26965,0.237468395,6.507080369,0.258022444,0.611482029,0.999905142,ns
10517,ENSMUSG00000036944,Tmem71,213068,-0.272396007,0.013789181,0.257943116,0.611536796,0.999905142,ns
32413,ENSMUSG00000096054,Syne1,64009,0.239428978,3.965814862,0.257939926,0.611538999,0.999905142,ns
10893,ENSMUSG00000037949,Ano10,102566,-0.238373575,4.741623012,0.257869038,0.611587949,0.999905142,ns
7480,ENSMUSG00000029726,Mepce,231803,0.237602722,5.836736864,0.257780849,0.611648857,0.999905142,ns
4968,ENSMUSG00000025289,Prdx4,53381,-0.23844665,4.615059645,0.257751843,0.611668892,0.999905142,ns
10225,ENSMUSG00000036078,Sigmar1,18391,-0.237385115,5.957468971,0.257442926,0.611882366,0.999905142,ns
7493,ENSMUSG00000029763,Exoc4,20336,-0.237597235,5.493576047,0.25741067,0.611904666,0.999905142,ns
14792,ENSMUSG00000050503,Fbxl22,74165,0.252253335,1.23642024,0.256886068,0.612267584,0.999905142,ns
10041,ENSMUSG00000035476,Tab3,66724,0.237888277,4.680378107,0.256646684,0.612433344,0.999905142,ns
10984,ENSMUSG00000038146,Notch3,18131,0.238763465,4.003765523,0.256643613,0.612435472,0.999905142,ns
20476,ENSMUSG00000074182,Znhit6,229937,0.237654664,4.865815244,0.25652446,0.612518016,0.999905142,ns
27492,ENSMUSG00000086610,Gm15408,100503307,-0.248138731,1.635032624,0.256488354,0.612543033,0.999905142,ns
7599,ENSMUSG00000030045,Mrpl19,56284,-0.237619259,4.852162335,0.256461624,0.612561555,0.999905142,ns
11613,ENSMUSG00000039683,Sdk1,330222,0.239496384,3.559187553,0.256407501,0.612599063,0.999905142,ns
6219,ENSMUSG00000027620,Rbm39,170791,0.236476536,7.803139116,0.25640532,0.612600574,0.999905142,ns
15085,ENSMUSG00000051557,Pusl1,433813,-0.240461227,3.121143494,0.256199088,0.612743541,0.999905142,ns
11929,ENSMUSG00000040521,Tsfm,66399,-0.237684236,4.644717876,0.256174232,0.612760777,0.999905142,ns
23832,ENSMUSG00000082045,Gm11585,666411,-0.243965595,2.230507961,0.256016795,0.612869972,0.999905142,ns
21994,ENSMUSG00000078515,Ddi2,68817,0.236561347,6.369863363,0.25596803,0.612903804,0.999905142,ns
19438,ENSMUSG00000070047,Fat1,14107,0.236102929,7.870626149,0.255613348,0.613149989,0.999905142,ns
6270,ENSMUSG00000027714,Exosc9,50911,-0.237043817,5.036209847,0.255552591,0.613192182,0.999905142,ns
2375,ENSMUSG00000020198,Ap3d1,11776,-0.236103936,7.373861673,0.255479495,0.613242952,0.999905142,ns
15281,ENSMUSG00000052446,Zfp961,234413,-0.238754556,3.665193295,0.255392679,0.613303264,0.999905142,ns
28108,ENSMUSG00000087370,Tmem170b,621976,-0.23671415,5.235325258,0.255155772,0.613467911,0.999905142,ns
8657,ENSMUSG00000031935,Med17,234959,-0.236669976,5.300038914,0.255153442,0.61346953,0.999905142,ns
2135,ENSMUSG00000019782,Rwdd1,66521,-0.236683891,5.266549277,0.255135902,0.613481724,0.999905142,ns
7699,ENSMUSG00000030207,Fam234b,74525,0.236030695,6.491805392,0.254901675,0.61364461,0.999905142,ns
18750,ENSMUSG00000066233,Tmem42,66079,0.252960048,1.076422157,0.254669846,0.613805922,0.999905142,ns
17328,ENSMUSG00000061950,Ppp4r1,70351,-0.236008736,6.141131638,0.254622902,0.613838597,0.999905142,ns
4503,ENSMUSG00000024474,Ik,24010,-0.235652151,7.630104769,0.254582208,0.613866926,0.999905142,ns
3888,ENSMUSG00000022791,Tnk2,51789,0.236009503,6.066031576,0.254547138,0.613891341,0.999905142,ns
10598,ENSMUSG00000037149,Ddx1,104721,-0.235617049,7.282675817,0.254396645,0.613996139,0.999905142,ns
10042,ENSMUSG00000035478,Mbd3,17192,-0.235606341,7.073772098,0.254293664,0.614067872,0.999905142,ns
3223,ENSMUSG00000021670,Hmgcr,15357,-0.23544168,7.971197131,0.254213004,0.614124071,0.999905142,ns
3304,ENSMUSG00000021796,Bmpr1a,12166,0.23569639,6.464426222,0.254163731,0.614158407,0.999905142,ns
4465,ENSMUSG00000024397,Aif1,11629,0.251665429,1.164499785,0.254104941,0.61419938,0.999905142,ns
6578,ENSMUSG00000028261,Ndufaf4,68493,0.237313969,4.151182441,0.254023597,0.614256081,0.999905142,ns
6012,ENSMUSG00000027287,Snap23,20619,-0.235758076,5.942260154,0.25391633,0.61433087,0.999905142,ns
18751,ENSMUSG00000066235,Pomgnt2,215494,0.238569838,3.442764044,0.253864959,0.614366694,0.999905142,ns
11981,ENSMUSG00000040648,Ppip5k2,227399,0.235713822,6.010356556,0.253863089,0.614367998,0.999905142,ns
10185,ENSMUSG00000035936,Aldh5a1,214579,-0.237191047,4.158626279,0.253847502,0.614378868,0.999905142,ns
19788,ENSMUSG00000071324,Armc2,213402,-0.279226026,-0.335604672,0.253539272,0.614593919,0.999905142,ns
5962,ENSMUSG00000027201,Myef2,17876,-0.235302616,6.77732868,0.253504458,0.614618219,0.999905142,ns
11669,ENSMUSG00000039826,Trub2,227682,0.236916505,4.242561036,0.253449654,0.614656476,0.999905142,ns
1640,ENSMUSG00000015733,Capza2,12343,-0.235138664,7.175619233,0.253326463,0.614742491,0.999905142,ns
16533,ENSMUSG00000058267,Mrps14,64659,-0.235826804,5.199302954,0.25319545,0.614833996,0.999905142,ns
5804,ENSMUSG00000026870,Cutal,77996,0.23771783,3.663272464,0.253084669,0.614911394,0.999905142,ns
506,ENSMUSG00000002957,Ap2a2,11772,-0.23496415,7.527516804,0.253069913,0.614921705,0.999905142,ns
10232,ENSMUSG00000036097,Slf2,226151,-0.235030642,6.995516549,0.253020973,0.614955904,0.999905142,ns
12918,ENSMUSG00000043683,Fem1a,14154,-0.235322166,5.95654889,0.252991962,0.61497618,0.999905142,ns
10911,ENSMUSG00000037991,Rmi2,223970,0.245231617,1.801321138,0.252773802,0.615128695,0.999905142,ns
10723,ENSMUSG00000037470,Uggt1,320011,-0.234744044,7.937450338,0.252702891,0.615178286,0.999905142,ns
14846,ENSMUSG00000050705,2310061I04Rik,69662,-0.23573825,4.941808957,0.25258603,0.615260032,0.999905142,ns
8290,ENSMUSG00000031347,Cetn2,26370,0.235761418,4.933558816,0.252584025,0.615261434,0.999905142,ns
6232,ENSMUSG00000027649,Ctnnbl1,66642,-0.235621346,5.015556928,0.252463486,0.615345778,0.999905142,ns
3181,ENSMUSG00000021592,Arsk,77041,-0.238196725,3.263597371,0.252233959,0.615506452,0.999905142,ns
275,ENSMUSG00000001552,Jup,16480,0.234485355,8.208522875,0.252198398,0.615531354,0.999905142,ns
16753,ENSMUSG00000059273,Zc3h4,330474,0.234861977,6.188047361,0.252177605,0.615545916,0.999905142,ns
9670,ENSMUSG00000034435,Tmem30b,238257,-0.234454193,7.693309267,0.252020363,0.615656057,0.999905142,ns
11404,ENSMUSG00000039126,Prune2,353211,-0.282231777,-0.462687789,0.251980325,0.615684109,0.999905142,ns
10122,ENSMUSG00000035757,Selenoo,223776,-0.235498589,4.757670913,0.251725559,0.615862671,0.999905142,ns
16983,ENSMUSG00000060244,Alyref2,56009,0.25215031,1.019333902,0.251673975,0.615898839,0.999905142,ns
11670,ENSMUSG00000039828,Wdr70,545085,-0.235554007,4.50672441,0.251294119,0.616165319,0.999905142,ns
12054,ENSMUSG00000040818,Dennd6a,211922,-0.23458237,5.7202002,0.251180043,0.616245396,0.999905142,ns
19094,ENSMUSG00000068114,Ccdc134,76457,0.236264436,3.910131225,0.250976749,0.616388156,0.999905142,ns
4040,ENSMUSG00000023050,Map3k12,26404,0.234829248,5.143852029,0.250945109,0.616410382,0.999905142,ns
2743,ENSMUSG00000020806,Rhbdf2,217344,0.23436959,5.927289771,0.250905866,0.61643795,0.999905142,ns
9220,ENSMUSG00000033047,Eif3l,223691,-0.233953676,7.39124496,0.250857997,0.616471582,0.999905142,ns
3458,ENSMUSG00000022066,Entpd4b,100862375,-0.234649208,5.291153497,0.25080735,0.616507171,0.999905142,ns
615,ENSMUSG00000003617,Cp,12870,0.233711698,12.50171987,0.250795097,0.616515781,0.999905142,ns
703,ENSMUSG00000004383,Large1,16795,0.236236965,3.861912582,0.250740726,0.616553992,0.999905142,ns
14950,ENSMUSG00000051065,Mb21d2,239796,0.237499776,3.212248342,0.250352477,0.616826997,0.999905142,ns
44404,ENSMUSG00000110185,Igip,109169,0.237512636,3.16533864,0.250102793,0.617002707,0.999905142,ns
16278,ENSMUSG00000057069,Ero1b,67475,-0.236254401,3.608321764,0.249833775,0.617192146,0.999905142,ns
1613,ENSMUSG00000015522,Arnt,11863,-0.233723598,6.217024788,0.249778203,0.617231295,0.999905142,ns
5486,ENSMUSG00000026339,Ccdc93,70829,0.234121654,5.208582775,0.249534855,0.617402791,0.999905142,ns
4313,ENSMUSG00000024132,Eci1,13177,0.233806865,5.262837641,0.248943733,0.617819812,0.999905142,ns
9423,ENSMUSG00000033732,Sf3b3,101943,0.233019688,7.601179206,0.248918574,0.617837574,0.999905142,ns
19414,ENSMUSG00000069899,Gm12166,100039624,-0.24244022,1.90948411,0.248882861,0.61786279,0.999905142,ns
923,ENSMUSG00000005951,Shpk,74637,-0.23795142,2.818852022,0.248847256,0.617887932,0.999905142,ns
12971,ENSMUSG00000043924,Ncmap,230822,-0.237010786,3.104516943,0.248806196,0.617916929,0.999905142,ns
5726,ENSMUSG00000026754,Golga1,76899,0.233487184,5.599235553,0.248690858,0.617998397,0.999905142,ns
2999,ENSMUSG00000021253,Tgfb3,21809,0.233519515,5.459847413,0.248594651,0.61806637,0.999905142,ns
13657,ENSMUSG00000046318,Ccbe1,320924,-0.248131015,1.214515119,0.248579796,0.618076867,0.999905142,ns
3563,ENSMUSG00000022241,Tars,110960,-0.232847069,7.083282107,0.2483825,0.618216318,0.999905142,ns
9532,ENSMUSG00000034066,Farp2,227377,-0.23510316,3.837414147,0.248327845,0.618254962,0.999905142,ns
2952,ENSMUSG00000021180,Rps6ka5,73086,0.240607779,2.185299439,0.248282842,0.618286785,0.999905142,ns
1329,ENSMUSG00000010608,Rbm25,67039,0.232782876,7.035243513,0.248217885,0.618332724,0.999905142,ns
7949,ENSMUSG00000030677,Kif22,110033,-0.233701782,4.89470169,0.248162017,0.618372242,0.999905142,ns
5203,ENSMUSG00000025817,Nudt5,53893,-0.232899009,5.731922703,0.247603825,0.618767374,0.999905142,ns
340,ENSMUSG00000001942,Siae,22619,-0.23363747,4.675359056,0.247599483,0.61877045,0.999905142,ns
20551,ENSMUSG00000074384,AI429214,621080,0.247000076,1.296269165,0.24754811,0.618806845,0.999905142,ns
5454,ENSMUSG00000026275,Ppp1r7,66385,-0.232741942,6.028544144,0.247541165,0.618811765,0.999905142,ns
1856,ENSMUSG00000017802,Retreg3,67998,-0.232429208,7.061329272,0.247483998,0.61885227,0.999905142,ns
9347,ENSMUSG00000033467,Crlf2,57914,0.234901283,3.749105448,0.24748308,0.61885292,0.999905142,ns
14528,ENSMUSG00000049517,Rps23,66475,-0.232230925,8.742870103,0.247462529,0.618867483,0.999905142,ns
10320,ENSMUSG00000036372,Tmem258,69038,-0.232628214,6.17523757,0.247414328,0.618901642,0.999905142,ns
16894,ENSMUSG00000059866,Tnip2,231130,0.233549268,4.662371658,0.247342377,0.618952639,0.999905142,ns
12895,ENSMUSG00000043592,Unc5cl,76589,-0.23747711,2.748825564,0.247328296,0.618962621,0.999905142,ns
10369,ENSMUSG00000036537,Rnf113a1,69942,-0.241695255,1.906368571,0.247315535,0.618971667,0.999905142,ns
843,ENSMUSG00000005442,Cic,71722,0.232410611,6.657757702,0.247246071,0.619020914,0.999905142,ns
15652,ENSMUSG00000054161,Fam83e,73813,0.233109733,5.109204532,0.247233909,0.619029537,0.999905142,ns
9189,ENSMUSG00000032959,Pebp1,23980,-0.232153458,8.135348107,0.247202684,0.619051677,0.999905142,ns
7567,ENSMUSG00000029920,Smarcad1,13990,0.232810589,5.449854021,0.247076894,0.619140889,0.999905142,ns
3627,ENSMUSG00000022360,Atad2,70472,-0.232507905,6.03600573,0.24705023,0.619159803,0.999905142,ns
5391,ENSMUSG00000026174,Cnot9,58184,-0.232628386,5.708642161,0.247005702,0.619191391,0.999905142,ns
14076,ENSMUSG00000047793,Sned1,208777,0.234523454,3.812670316,0.246936228,0.619240683,0.999905142,ns
16255,ENSMUSG00000056952,Tatdn2,381801,-0.232491676,5.937370916,0.246932374,0.619243418,0.999905142,ns
3540,ENSMUSG00000022210,Dhrs4,28200,-0.232783904,5.336417155,0.246900826,0.619265805,0.999905142,ns
3548,ENSMUSG00000022219,Cideb,12684,-0.244944728,1.4408881,0.246608568,0.619473278,0.999905142,ns
10788,ENSMUSG00000037656,Slc20a2,20516,0.232552837,5.506553837,0.246599642,0.619479617,0.999905142,ns
2197,ENSMUSG00000019883,Echdc1,52665,-0.232727283,5.090947714,0.246427361,0.619601993,0.999905142,ns
9509,ENSMUSG00000033998,Kcnk1,16525,-0.231669314,8.131099355,0.246172995,0.619782774,0.999905142,ns
5605,ENSMUSG00000026558,Uck2,80914,0.231922971,6.452692543,0.246092356,0.61984011,0.999905142,ns
11605,ENSMUSG00000039662,Icmt,57295,-0.231852958,6.595081046,0.246039099,0.619877983,0.999905142,ns
3645,ENSMUSG00000022386,Trmu,72026,0.235061617,3.351566103,0.246003262,0.619903471,0.999905142,ns
20415,ENSMUSG00000073982,Rhog,56212,-0.232340508,5.295872844,0.245907961,0.619971262,0.999905142,ns
1976,ENSMUSG00000018666,Cbx1,12412,0.231776812,6.62370067,0.245882369,0.619989469,0.999905142,ns
3699,ENSMUSG00000022471,Xrcc6,14375,-0.232136242,5.589636868,0.245836328,0.620022227,0.999905142,ns
6798,ENSMUSG00000028636,Ppcs,106564,-0.233371416,4.18175749,0.245814251,0.620037936,0.999905142,ns
19700,ENSMUSG00000070972,Dnajc25,72429,-0.233923917,3.781004242,0.24563399,0.620166237,0.999905142,ns
9280,ENSMUSG00000033237,Arid2,77044,0.231837757,6.038453788,0.245615212,0.620179606,0.999905142,ns
4161,ENSMUSG00000023852,Chd1,12648,0.231731262,6.246832928,0.245549428,0.620226445,0.999905142,ns
3680,ENSMUSG00000022440,C1qtnf6,72709,-0.241324986,1.82705857,0.245469602,0.620283292,0.999905142,ns
4322,ENSMUSG00000024146,Cript,56724,-0.232153868,4.971535957,0.245022204,0.620602114,0.999905142,ns
1928,ENSMUSG00000018428,Akap1,11640,0.231383866,6.393031089,0.244913319,0.620679762,0.999905142,ns
1256,ENSMUSG00000009621,Vav2,22325,0.231638572,5.601758151,0.244775646,0.62077797,0.999905142,ns
54678,ENSMUSG00000121493,Cyp4f41-ps,77875,0.265722035,0.020463373,0.244734215,0.620807531,0.999905142,ns
793,ENSMUSG00000005043,Sgsh,27029,-0.231904047,4.991378081,0.244528916,0.620954059,0.999905142,ns
4525,ENSMUSG00000024513,Mbd2,17191,-0.231075275,6.803593242,0.244499819,0.620974832,0.999905142,ns
1974,ENSMUSG00000018659,Pnpo,103711,-0.231995807,4.824276741,0.244427902,0.621026184,0.999905142,ns
338,ENSMUSG00000001924,Uba1,22201,-0.230736462,9.078230296,0.244328361,0.621097274,0.999905142,ns
15097,ENSMUSG00000051615,Rap2a,76108,0.232299347,4.446110762,0.244212698,0.621179902,0.999905142,ns
7864,ENSMUSG00000030521,Mphosph10,67973,0.232236952,4.274398246,0.243636438,0.621591936,0.999905142,ns
6025,ENSMUSG00000027309,Dnaaf9,228602,0.230804641,6.005067476,0.243405926,0.621756926,0.999905142,ns
4203,ENSMUSG00000023953,Polh,80905,-0.232225073,4.171566478,0.243378364,0.62177666,0.999905142,ns
5406,ENSMUSG00000026197,Zfand2b,68818,-0.232403102,4.033618488,0.243331184,0.621810443,0.999905142,ns
10684,ENSMUSG00000037369,Kdm6a,22289,0.230646756,6.155823772,0.243192696,0.621909632,0.999905142,ns
14959,ENSMUSG00000051113,Garin5a,75538,0.272909618,-0.292372886,0.243146957,0.621942399,0.999905142,ns
32889,ENSMUSG00000096965,3300005D01Rik,78512,-0.24803567,0.977970009,0.243089563,0.621983521,0.999905142,ns
228,ENSMUSG00000001288,Rarg,19411,0.230668017,5.626791869,0.242758281,0.622220998,0.999905142,ns
34084,ENSMUSG00000098702,1500015A07Rik,68982,0.233901115,3.19175145,0.242716804,0.622250745,0.999905142,ns
4810,ENSMUSG00000025008,Tctn3,67590,-0.233121245,3.478767002,0.24268249,0.622275357,0.999905142,ns
1780,ENSMUSG00000017221,Psmd3,22123,0.22994755,8.125369204,0.242526447,0.622387307,0.999905142,ns
12714,ENSMUSG00000042831,Alkbh6,233065,0.232385858,3.805302477,0.242433116,0.622454287,0.999905142,ns
13978,ENSMUSG00000047459,Dynlrb1,67068,-0.230136964,6.57745288,0.242404767,0.622474635,0.999905142,ns
16026,ENSMUSG00000055923,Aasdh,231326,0.232733497,3.614835885,0.242391807,0.622483937,0.999905142,ns
5106,ENSMUSG00000025571,Tnrc6c,217351,0.23031196,5.393885751,0.241738368,0.622953383,0.999905142,ns
7218,ENSMUSG00000029311,Hsd17b11,114664,0.229582508,7.824972511,0.241694034,0.622985263,0.999905142,ns
3128,ENSMUSG00000021493,Pdlim7,67399,0.230053359,5.732971655,0.241577695,0.623068935,0.999905142,ns
10669,ENSMUSG00000037343,Taf2,319944,-0.229957477,5.77951344,0.241441493,0.623166926,0.999905142,ns
17031,ENSMUSG00000060477,Irak2,108960,-0.229801131,6.128904294,0.241409453,0.623189982,0.999905142,ns
9107,ENSMUSG00000032727,Mier3,218613,0.230711813,4.649550147,0.241348814,0.623233623,0.999905142,ns
13817,ENSMUSG00000046865,Fbl,14113,0.229703633,6.306840954,0.241316913,0.623256585,0.999905142,ns
23220,ENSMUSG00000081343,Gm16071,100384881,0.245423313,1.139472956,0.241143182,0.623381665,0.999905142,ns
15591,ENSMUSG00000053898,Ech1,51798,0.230454837,4.788686275,0.241090733,0.623419438,0.999905142,ns
4502,ENSMUSG00000024472,Dcp2,70640,-0.229527729,6.337363789,0.240981107,0.623498404,0.999905142,ns
20089,ENSMUSG00000072969,Armcx5,494468,0.234495929,2.739008457,0.240933223,0.623532903,0.999905142,ns
36847,ENSMUSG00000101892,9130401M01Rik,75758,-0.230894906,4.259574738,0.240846362,0.623595495,0.999905142,ns
11822,ENSMUSG00000040253,Gbp7,229900,-0.22991221,5.189593588,0.240653707,0.623734371,0.999905142,ns
1886,ENSMUSG00000018167,Stard3,59045,0.229414415,6.181646818,0.240622709,0.623756723,0.999905142,ns
6231,ENSMUSG00000027646,Src,20779,0.229171884,6.661863415,0.240412624,0.623908255,0.999905142,ns
9150,ENSMUSG00000032849,Abcc4,239273,0.228754391,8.42818625,0.240070605,0.624155125,0.999905142,ns
20684,ENSMUSG00000074748,Atxn7l3b,382423,0.229002386,6.678113164,0.240065957,0.624158481,0.999905142,ns
7826,ENSMUSG00000030432,Rpl28,19943,0.228668459,8.35126179,0.239878313,0.624294017,0.999905142,ns
3523,ENSMUSG00000022185,Acin1,56215,0.22869618,7.962710691,0.239864099,0.624304287,0.999905142,ns
15757,ENSMUSG00000054648,Zfp869,66869,0.229646761,4.946699922,0.239688978,0.624430841,0.999905142,ns
29686,ENSMUSG00000090394,4930523C07Rik,67647,0.229409923,5.193892542,0.239582087,0.624508116,0.999905142,ns
10735,ENSMUSG00000037509,Arhgef4,226970,-0.229454422,5.084861625,0.23954299,0.624536387,0.999905142,ns
2249,ENSMUSG00000019996,Map7,17761,-0.228732406,6.69367174,0.239518888,0.624553816,0.999905142,ns
7902,ENSMUSG00000030595,Nfkbib,18036,-0.229914721,4.480275946,0.239357857,0.624670289,0.999905142,ns
20490,ENSMUSG00000074217,Misp3,70134,-0.250732055,0.632854943,0.239219904,0.624770109,0.999905142,ns
19173,ENSMUSG00000068523,Gng5,14707,-0.228562738,6.625379452,0.239128926,0.62483596,0.999905142,ns
20800,ENSMUSG00000075054,Yae1d1,67008,0.229225528,5.081607601,0.239030192,0.62490744,0.999905142,ns
2528,ENSMUSG00000020457,Drg1,13494,-0.228616261,6.248352428,0.239014033,0.62491914,0.999905142,ns
5267,ENSMUSG00000025949,Pikfyve,18711,-0.229066668,5.28062754,0.239013761,0.624919338,0.999905142,ns
7397,ENSMUSG00000029605,Oas1b,23961,-0.229900894,4.241192492,0.238729703,0.625125099,0.999905142,ns
4724,ENSMUSG00000024870,Rab1b,76308,-0.228186461,7.5474177,0.238701085,0.625145837,0.999905142,ns
5226,ENSMUSG00000025878,Uimc1,20184,0.22922156,4.844815112,0.238624186,0.625201571,0.999905142,ns
1889,ENSMUSG00000018171,Vmp1,75909,0.227979507,8.557743359,0.238467563,0.625315119,0.999905142,ns
13287,ENSMUSG00000044986,Tst,22117,-0.228652856,5.465105078,0.238381794,0.625377319,0.999905142,ns
15689,ENSMUSG00000054364,Rhob,11852,0.22882668,5.169055908,0.238330976,0.625414179,0.999905142,ns
9707,ENSMUSG00000034543,Morc2a,74522,0.228244745,6.341742655,0.238287473,0.625445737,0.999905142,ns
9895,ENSMUSG00000035049,Rrp12,107094,-0.228514594,5.606818527,0.238251631,0.625471741,0.999905142,ns
225,ENSMUSG00000001280,Sp1,20683,0.228188473,6.454895364,0.238240528,0.625479796,0.999905142,ns
1089,ENSMUSG00000007207,Stx1a,20907,0.232925966,2.799648607,0.238173066,0.625528748,0.999905142,ns
9385,ENSMUSG00000033596,Rfwd3,234736,-0.228134156,6.337312092,0.238066761,0.625605901,0.999905142,ns
12110,ENSMUSG00000040997,Abhd4,105501,0.228151698,6.256516573,0.238036683,0.625627736,0.999905142,ns
39991,ENSMUSG00000105345,BC030343,269723,0.26017587,0.100379465,0.237884104,0.62573852,0.999905142,ns
4996,ENSMUSG00000025362,Rps26,27370,-0.227699017,8.333779177,0.237851174,0.625762436,0.999905142,ns
3211,ENSMUSG00000021643,Serf1,20365,0.231397466,3.2294806,0.237763521,0.625826105,0.999905142,ns
1186,ENSMUSG00000008690,Ncaph2,52683,-0.227823758,7.008001,0.23776268,0.625826715,0.999905142,ns
12715,ENSMUSG00000042834,Nrep,27528,-0.236219882,2.020456083,0.237667116,0.625896147,0.999905142,ns
19803,ENSMUSG00000071379,Hpcal1,53602,-0.227881771,6.325478572,0.237533266,0.625993424,0.999905142,ns
6810,ENSMUSG00000028649,Macf1,11426,-0.227688916,6.961921044,0.237462815,0.626044639,0.999905142,ns
519,ENSMUSG00000003033,Ap1m1,11767,0.228672263,4.735325709,0.237277465,0.626179425,0.999905142,ns
10063,ENSMUSG00000035547,Capn5,12337,-0.22735418,8.676972474,0.237180936,0.626249647,0.999905142,ns
12620,ENSMUSG00000042570,Mier2,70427,0.228261779,5.164793341,0.237150818,0.62627156,0.999905142,ns
3028,ENSMUSG00000021290,Atp5mpl,70257,-0.22822968,5.12288378,0.237051974,0.62634349,0.999905142,ns
9652,ENSMUSG00000034382,AI661453,224833,0.22736705,7.397431185,0.236941935,0.626423588,0.999905142,ns
14458,ENSMUSG00000049230,Myef2l,100041480,-0.230506333,3.402701972,0.236920749,0.626439012,0.999905142,ns
13791,ENSMUSG00000046792,Zfp787,67109,0.229839675,3.729130877,0.236868467,0.626477079,0.999905142,ns
9458,ENSMUSG00000033845,Mrpl15,27395,-0.227948631,5.332030168,0.236755282,0.626559506,0.999905142,ns
16577,ENSMUSG00000058486,Wdr91,101240,-0.230114342,3.524944263,0.236674445,0.626618391,0.999905142,ns
7767,ENSMUSG00000030321,Efcab12,212516,0.26260201,-0.03920566,0.23651855,0.626731987,0.999905142,ns
11643,ENSMUSG00000039754,Alkbh4,72041,0.231914194,2.843398744,0.236423026,0.626801615,0.999905142,ns
10153,ENSMUSG00000035842,Ddx11,320209,0.228693678,4.281284979,0.236285534,0.626901865,0.999905142,ns
6151,ENSMUSG00000027499,Pkia,18767,-0.23255432,2.627141082,0.236254261,0.626924672,0.999905142,ns
14460,ENSMUSG00000049232,Tigd2,68140,0.229636713,3.658908378,0.236173012,0.626983935,0.999905142,ns
16444,ENSMUSG00000057835,Zfp119a,104349,0.23538713,2.055570579,0.236166675,0.626988557,0.999905142,ns
3129,ENSMUSG00000021494,Ddx41,72935,-0.227383305,5.847129156,0.236133438,0.627012804,0.999905142,ns
14116,ENSMUSG00000047921,Trappc9,76510,-0.227420629,5.69894302,0.236072008,0.627057624,0.999905142,ns
44815,ENSMUSG00000110605,Gm32856,102635552,0.229283046,3.791377196,0.235958863,0.627140195,0.999905142,ns
14762,ENSMUSG00000050359,Sprr1a,20753,-0.227561729,5.304841603,0.235918278,0.627169818,0.999905142,ns
12675,ENSMUSG00000042726,Trafd1,231712,-0.227034071,6.29667561,0.235752583,0.627290796,0.999905142,ns
10811,ENSMUSG00000037722,Gnpnat1,54342,0.227697,4.966542782,0.235673677,0.627348426,0.999905142,ns
10529,ENSMUSG00000036966,Spryd3,223918,-0.227205446,5.550037954,0.235471719,0.627495981,0.999905142,ns
11331,ENSMUSG00000038943,Prc1,233406,-0.227101199,5.641648764,0.235352558,0.627583079,0.999905142,ns
22433,ENSMUSG00000079555,Haus3,231123,-0.228764419,3.891947887,0.23532008,0.627606823,0.999905142,ns
846,ENSMUSG00000005469,Prkaca,18747,-0.226774637,6.292303864,0.235211802,0.627685997,0.999905142,ns
3207,ENSMUSG00000021636,Marveld2,218518,0.227150712,5.440270941,0.235210929,0.627686636,0.999905142,ns
9951,ENSMUSG00000035215,Lsm7,66094,0.227704678,4.667497898,0.235141785,0.627737207,0.999905142,ns
4344,ENSMUSG00000024182,Axin1,12005,-0.226645874,6.173962114,0.234864752,0.627939916,0.999905142,ns
2994,ENSMUSG00000021244,Ylpm1,56531,0.226615356,6.281843913,0.234862009,0.627941924,0.999905142,ns
12775,ENSMUSG00000043090,Zfp866,330788,0.227564411,4.604123946,0.234721611,0.628044713,0.999905142,ns
2880,ENSMUSG00000021038,Vipas39,104799,-0.226929375,5.261502928,0.234553762,0.628167649,0.999905142,ns
14024,ENSMUSG00000047635,Mtrfr,72650,-0.231009205,2.811720251,0.234503951,0.628204142,0.999905142,ns
19601,ENSMUSG00000070605,Zfp992,433791,-0.230827032,2.840623893,0.234335415,0.628327651,0.999905142,ns
35867,ENSMUSG00000100862,Gm10925,100503946,0.225856364,8.422303288,0.234031667,0.628550389,0.999905142,ns
7872,ENSMUSG00000030533,Unc45a,101869,0.226519286,5.522933195,0.234001574,0.628572466,0.999905142,ns
11957,ENSMUSG00000040586,Ofd1,237222,0.227742797,4.108638833,0.233845922,0.628686683,0.999905142,ns
11451,ENSMUSG00000039218,Srrm2,75956,0.225712576,9.415283828,0.233842101,0.628689488,0.999905142,ns
3209,ENSMUSG00000021639,Gtf2h2,23894,-0.227316479,4.372036521,0.233730398,0.628771485,0.999905142,ns
