,gene_id,gene_name,EntrezGene,logFC,logCPM,LR,PValue,FDR,topDE
10278,ENSMUSG00000036225,Kctd1,106931,-0.225809728,7.066914355,0.233604524,0.628863914,0.999905142,ns
13420,ENSMUSG00000045414,Dipk2a,68861,0.228780727,3.463482992,0.233579438,0.628882337,0.999905142,ns
4117,ENSMUSG00000023345,Poc1a,70235,-0.229369634,3.163225028,0.233368624,0.629037216,0.999905142,ns
611,ENSMUSG00000003575,Crtc1,382056,0.226533482,4.96813596,0.233276496,0.629104928,0.999905142,ns
17184,ENSMUSG00000061244,Exoc5,105504,-0.226038495,5.731468553,0.233245534,0.629127687,0.999905142,ns
16709,ENSMUSG00000059070,Rpl18,19899,0.225468172,8.357879802,0.233218805,0.629147337,0.999905142,ns
365,ENSMUSG00000002043,Trappc6a,67091,0.227466134,4.085218237,0.233209282,0.629154338,0.999905142,ns
10117,ENSMUSG00000035725,Prkx,19108,0.226244795,5.287401457,0.233150347,0.629197669,0.999905142,ns
6901,ENSMUSG00000028797,Tmem234,76799,-0.225653235,6.719554436,0.233132608,0.629210713,0.999905142,ns
10406,ENSMUSG00000036639,Nudt1,17766,-0.227354699,4.013239036,0.232822546,0.629438805,0.999905142,ns
13388,ENSMUSG00000045319,Proser2,227545,0.225529756,6.606993267,0.232811318,0.629447068,0.999905142,ns
971,ENSMUSG00000006299,Aamp,227290,0.225352238,7.286103936,0.232730269,0.629506724,0.999905142,ns
8403,ENSMUSG00000031527,Eri1,67276,-0.225798067,5.591043022,0.232610051,0.629595232,0.999905142,ns
6064,ENSMUSG00000027363,Usp8,84092,-0.225319978,6.653651772,0.232412874,0.629740462,0.999905142,ns
418,ENSMUSG00000002345,Borcs8,72368,0.227323467,3.912870423,0.232371626,0.629770852,0.999905142,ns
11600,ENSMUSG00000039652,Cpeb3,208922,0.23448001,1.891110279,0.232324906,0.629805279,0.999905142,ns
15776,ENSMUSG00000054728,Phactr1,218194,0.233820694,1.987002522,0.232222143,0.629881016,0.999905142,ns
14271,ENSMUSG00000048486,Fitm2,228859,0.226151836,4.783661476,0.232172108,0.629917899,0.999905142,ns
15729,ENSMUSG00000054509,Parp4,328417,0.225396166,5.993689525,0.232134766,0.629945429,0.999905142,ns
5030,ENSMUSG00000025421,Hdhd2,76987,-0.22581406,5.100833412,0.232033592,0.630020034,0.999905142,ns
20781,ENSMUSG00000075000,Nrbf2,641340,-0.226355092,4.484670244,0.232020889,0.630029402,0.999905142,ns
13475,ENSMUSG00000045624,Esf1,66580,0.225633403,5.315158306,0.231929119,0.63009709,0.999905142,ns
11503,ENSMUSG00000039356,Exosc2,227715,0.225997264,4.768721063,0.231827524,0.630172045,0.999905142,ns
12462,ENSMUSG00000042148,Cox10,70383,-0.226654176,4.15790305,0.231815336,0.630181039,0.999905142,ns
10895,ENSMUSG00000037957,Wdr20,69641,-0.225514472,5.363552613,0.231769825,0.630214624,0.999905142,ns
29384,ENSMUSG00000089917,Uckl1,68556,0.225776565,4.923247587,0.231647951,0.630304581,0.999905142,ns
17164,ENSMUSG00000061118,Dnajc30,66114,-0.226643637,4.093421325,0.231609955,0.630332632,0.999905142,ns
7626,ENSMUSG00000030086,Chchd6,66098,-0.227517418,3.540809245,0.231435739,0.630461287,0.999905142,ns
6519,ENSMUSG00000028156,Eif4e,13684,-0.22467455,6.789813753,0.23114948,0.630672814,0.999905142,ns
165,ENSMUSG00000000976,Heatr6,217026,-0.225299827,5.178527343,0.231089254,0.630717336,0.999905142,ns
20998,ENSMUSG00000075470,Alg10b,380959,-0.224640723,6.625964439,0.231001176,0.630782463,0.999905142,ns
5185,ENSMUSG00000025785,Exosc7,66446,0.225534048,4.605194112,0.230558653,0.631109905,0.999905142,ns
7260,ENSMUSG00000029385,Ccng2,12452,-0.22481882,5.497304506,0.230498466,0.631154469,0.999905142,ns
15866,ENSMUSG00000055128,Cgrrf1,68755,-0.226818065,3.630084873,0.230381936,0.631240773,0.999905142,ns
529,ENSMUSG00000003099,Ppp5c,19060,0.224202655,5.670317682,0.229398279,0.631970355,0.999905142,ns
6505,ENSMUSG00000028132,Tlcd4,99887,0.225999373,3.769512917,0.229177424,0.632134428,0.999905142,ns
8004,ENSMUSG00000030762,Aqp8,11833,0.223537931,6.995182194,0.228897454,0.632342558,0.999905142,ns
7408,ENSMUSG00000029622,Arpc1b,11867,-0.223273335,8.921244231,0.228778652,0.632430922,0.999905142,ns
22323,ENSMUSG00000079317,Trappc2,66226,0.226499058,3.406941353,0.228691105,0.632496057,0.999905142,ns
1518,ENSMUSG00000014763,Fam120b,67544,0.223676447,5.621293781,0.228274724,0.632806056,0.999905142,ns
8098,ENSMUSG00000030942,Thumpd1,233802,0.22344872,5.906342521,0.228073956,0.632955653,0.999905142,ns
15401,ENSMUSG00000053030,Spink2,69982,0.259229786,-0.101467472,0.227880357,0.633099985,0.999905142,ns
12789,ENSMUSG00000043155,Hpdl,242642,0.257100354,-0.012859466,0.227817641,0.633146757,0.999905142,ns
3417,ENSMUSG00000022000,Zc3h13,67302,0.22330405,5.862074511,0.227741481,0.633203567,0.999905142,ns
8968,ENSMUSG00000032456,Nmnat3,74080,-0.225253351,3.769052384,0.22773768,0.633206402,0.999905142,ns
22015,ENSMUSG00000078584,AU022252,230696,0.224329832,4.414202072,0.227688148,0.633243355,0.999905142,ns
11724,ENSMUSG00000039983,Ccdc32,269336,-0.225554396,3.54795619,0.227493024,0.633388976,0.999905142,ns
19155,ENSMUSG00000068394,Cep152,99100,-0.225763421,3.424374048,0.22737938,0.633473824,0.999905142,ns
19168,ENSMUSG00000068479,Mfap1a,67532,-0.22310425,5.882820361,0.227368571,0.633481895,0.999905142,ns
6688,ENSMUSG00000028455,Stoml2,66592,-0.22298064,5.859242931,0.227097091,0.633684696,0.999905142,ns
3004,ENSMUSG00000021258,Ccnk,12454,-0.222953203,5.762736496,0.226956587,0.633789713,0.999905142,ns
4732,ENSMUSG00000024889,Rce1,19671,-0.223222485,5.191202391,0.226868771,0.63385537,0.999905142,ns
10018,ENSMUSG00000035401,Emsy,233545,0.223307243,5.077275246,0.226853151,0.633867051,0.999905142,ns
13547,ENSMUSG00000045896,Paip2b,232164,-0.222852639,5.702916378,0.226696774,0.633984012,0.999905142,ns
9694,ENSMUSG00000034487,Poglut3,68304,-0.225443124,3.36743096,0.226474487,0.634150355,0.999905142,ns
11360,ENSMUSG00000039031,Arhgap18,73910,0.223133788,4.88222932,0.226194458,0.634360051,0.999905142,ns
2673,ENSMUSG00000020692,Nle1,217011,0.224559672,3.741408815,0.226168144,0.634379764,0.999905142,ns
5156,ENSMUSG00000025731,Mettl26,68347,-0.222824873,5.205947046,0.226081722,0.634444517,0.999905142,ns
3357,ENSMUSG00000021905,Dph3,105638,0.223464858,4.471985315,0.226068669,0.634454299,0.999905142,ns
2038,ENSMUSG00000018995,Nars2,244141,0.224663997,3.617440073,0.225904132,0.634577626,0.999905142,ns
9902,ENSMUSG00000035078,Mtmr9,210376,-0.222760468,5.102948502,0.225809795,0.634648361,0.999905142,ns
14290,ENSMUSG00000048550,Thnsl1,208967,0.22533455,3.286471613,0.225771517,0.634677066,0.999905142,ns
1645,ENSMUSG00000015750,Aph1a,226548,-0.221650587,7.163646678,0.225120886,0.635165459,0.999905142,ns
27408,ENSMUSG00000086502,B130055M24Rik,654803,0.22915842,2.14565045,0.224834315,0.635380846,0.999905142,ns
11130,ENSMUSG00000038482,Tfdp1,21781,0.221514022,6.947927236,0.224756802,0.635439133,0.999905142,ns
8344,ENSMUSG00000031431,Tsc22d3,14605,0.223508181,3.938835025,0.224729163,0.63545992,0.999905142,ns
7038,ENSMUSG00000029017,Pmpcb,73078,-0.221556078,5.915750299,0.22425392,0.635817586,0.999905142,ns
6994,ENSMUSG00000028955,Vamp3,22319,-0.221187425,6.374406083,0.223825097,0.636140716,0.999905142,ns
9526,ENSMUSG00000034042,Gpbp1l1,77110,0.221183702,6.300264331,0.223761046,0.636189012,0.999905142,ns
6013,ENSMUSG00000027288,Zfp106,20402,-0.220884275,7.819899267,0.223747482,0.636199241,0.999905142,ns
6344,ENSMUSG00000027865,Gdap2,14547,-0.22291747,3.928558372,0.223573119,0.636330764,0.999905142,ns
1453,ENSMUSG00000013846,St3gal1,20442,0.220717252,8.10596161,0.223462025,0.636414596,0.999905142,ns
1538,ENSMUSG00000014907,Naf1,234344,0.222245022,4.376661584,0.223393346,0.636466435,0.999905142,ns
5065,ENSMUSG00000025486,Sirt3,64384,0.223471093,3.541252801,0.223206442,0.636607556,0.999905142,ns
9214,ENSMUSG00000033031,Cip2a,224171,0.22185552,4.621927404,0.223140296,0.636657518,0.999905142,ns
2852,ENSMUSG00000020973,Dnaaf2,109065,-0.223017458,3.680489419,0.222923914,0.636821017,0.999905142,ns
8578,ENSMUSG00000031819,Emc8,18117,0.221131476,5.31410193,0.22277447,0.636933994,0.999905142,ns
33286,ENSMUSG00000097577,6230400D17Rik,76133,0.237889018,0.956461914,0.222680982,0.637004693,0.999905142,ns
8876,ENSMUSG00000032312,Csk,12988,0.220703789,6.099294786,0.222657921,0.637022136,0.999905142,ns
29543,ENSMUSG00000090137,Uba52,22186,-0.220223267,9.146661212,0.222597684,0.637067702,0.999905142,ns
14828,ENSMUSG00000050628,Ubald2,319370,0.220426724,6.236337857,0.22219302,0.637374004,0.999905142,ns
17377,ENSMUSG00000062116,Zfp954,232853,0.22536081,2.658392138,0.221964636,0.637547025,0.999905142,ns
2840,ENSMUSG00000020948,Klhl28,66689,0.222248651,3.860238538,0.221952319,0.637556359,0.999905142,ns
32893,ENSMUSG00000096971,4930556M19Rik,75259,0.229196806,1.887949557,0.221950679,0.637557601,0.999905142,ns
2531,ENSMUSG00000020460,Rps27a,78294,-0.219896024,8.394820151,0.221853124,0.637631544,0.999905142,ns
3401,ENSMUSG00000021975,Ints9,210925,-0.220950621,4.825368095,0.221731709,0.637723599,0.999905142,ns
12513,ENSMUSG00000042284,Itga1,109700,-0.220210809,5.952856204,0.221570692,0.637845727,0.999905142,ns
8671,ENSMUSG00000031958,Ldhd,52815,0.21978909,7.532082382,0.221463377,0.637927154,0.999905142,ns
10588,ENSMUSG00000037126,Psd,73728,0.224472533,2.831224656,0.221432388,0.637950671,0.999905142,ns
17803,ENSMUSG00000063952,Brpf3,268936,0.220257504,5.591452987,0.2213268,0.638030818,0.999905142,ns
901,ENSMUSG00000005823,Gpr108,78308,-0.219902661,6.463131921,0.22128485,0.638062666,0.999905142,ns
7482,ENSMUSG00000029729,Zkscan1,74570,0.220219508,5.558804153,0.221217239,0.638114005,0.999905142,ns
3590,ENSMUSG00000022299,Slc25a32,69906,0.221076396,4.436214526,0.221188212,0.638136048,0.999905142,ns
501,ENSMUSG00000002910,Arrdc2,70807,-0.221096769,4.316295548,0.220996632,0.638281582,0.999905142,ns
3190,ENSMUSG00000021607,Mrpl36,94066,-0.220724367,4.665042022,0.220992742,0.638284537,0.999905142,ns
13515,ENSMUSG00000045767,B230219D22Rik,78521,0.219561679,7.017082526,0.220842893,0.638398425,0.999905142,ns
398,ENSMUSG00000002257,Def6,23853,0.221424555,4.027411589,0.220831973,0.638406726,0.999905142,ns
12342,ENSMUSG00000041747,Utp15,105372,-0.22007276,5.357189304,0.22072272,0.638489793,0.999905142,ns
460,ENSMUSG00000002679,Med6,69792,-0.220426979,4.698349762,0.220459953,0.63868968,0.999905142,ns
8643,ENSMUSG00000031917,Nip7,66164,-0.219879501,5.224978172,0.220174503,0.638906988,0.999905142,ns
9865,ENSMUSG00000034951,Cog7,233824,-0.219513289,5.739947516,0.219993734,0.639044693,0.999905142,ns
8549,ENSMUSG00000031774,Psme3ip1,102122,-0.219525808,5.698374233,0.219981143,0.639054287,0.999905142,ns
1728,ENSMUSG00000016520,Lnx2,140887,-0.21984138,5.107423272,0.219942316,0.639083874,0.999905142,ns
14375,ENSMUSG00000048911,Rnf24,51902,0.220187303,4.68443793,0.219920077,0.639100823,0.999905142,ns
1511,ENSMUSG00000014633,Cmc2,66531,-0.222677487,3.088433946,0.219564049,0.639372292,0.999905142,ns
52261,ENSMUSG00000118663,Spata5l1,214616,-0.221885273,3.373179613,0.219415459,0.639485671,0.999905142,ns
8304,ENSMUSG00000031370,Zrsr2,22184,-0.219542069,5.13798982,0.21938604,0.639508123,0.999905142,ns
14470,ENSMUSG00000049285,Mblac1,330216,-0.224992087,2.383074198,0.219178135,0.639666853,0.999905142,ns
940,ENSMUSG00000006024,Napa,108124,0.2189157,5.867981012,0.218891985,0.63988547,0.999905142,ns
12857,ENSMUSG00000043432,Leng9,243813,0.226903353,1.996794114,0.218817456,0.639942438,0.999905142,ns
2867,ENSMUSG00000021012,Zc3h14,75553,-0.218591875,6.70722414,0.218778182,0.639972463,0.999905142,ns
512,ENSMUSG00000002984,Tomm40,53333,0.218806223,5.731911896,0.218555911,0.640142452,0.999905142,ns
10077,ENSMUSG00000035585,Tsen34,66078,0.218878598,5.545116437,0.218520148,0.640169812,0.999905142,ns
7973,ENSMUSG00000030718,Ppme1,72590,-0.218598505,6.194722127,0.218511622,0.640176335,0.999905142,ns
2958,ENSMUSG00000021189,Atxn3,110616,0.218966321,5.168478379,0.218253252,0.640374088,0.999905142,ns
7730,ENSMUSG00000030257,Srgap3,259302,-0.219301543,4.687582687,0.218197036,0.640417134,0.999905142,ns
6508,ENSMUSG00000028136,Snx27,76742,-0.218350329,6.226063489,0.218036265,0.640540276,0.999905142,ns
20727,ENSMUSG00000074863,Platr25,435366,-0.228090376,1.727185729,0.218017917,0.640554334,0.999905142,ns
5732,ENSMUSG00000026767,Mindy3,66960,0.218784507,5.266560143,0.218017358,0.640554762,0.999905142,ns
10570,ENSMUSG00000037072,Selenof,93684,-0.217984085,7.656585856,0.217879724,0.640660233,0.999905142,ns
11145,ENSMUSG00000038510,Rpf2,67239,-0.219095767,4.63086149,0.217682675,0.640811305,0.999905142,ns
11590,ENSMUSG00000039629,Strip2,320609,0.239365295,0.640281301,0.217672778,0.640818895,0.999905142,ns
30537,ENSMUSG00000092300,Cdk3,69681,-0.225579083,2.100883932,0.217617919,0.64086097,0.999905142,ns
15035,ENSMUSG00000051367,Six1,20471,-0.218714756,4.998436055,0.217541385,0.640919679,0.999905142,ns
5209,ENSMUSG00000025854,Fam20c,80752,0.217702144,8.384852114,0.217448461,0.640990978,0.999905142,ns
3230,ENSMUSG00000021681,Aggf1,66549,-0.217988609,6.026359581,0.21718016,0.641196946,0.999905142,ns
6780,ENSMUSG00000028608,Czib,74098,0.219102238,4.268790062,0.216871473,0.641434109,0.999905142,ns
46663,ENSMUSG00000112640,Gm32687,102635315,0.229104508,1.522507373,0.216729412,0.641543322,0.999905142,ns
1496,ENSMUSG00000014504,Srp19,66384,-0.21817324,5.137930567,0.216661361,0.641595654,0.999905142,ns
17859,ENSMUSG00000064210,Ano6,105722,0.217489597,6.791844301,0.216608347,0.641636429,0.999905142,ns
11303,ENSMUSG00000038860,Garnl3,99326,0.233005748,1.08902534,0.216405501,0.641792502,0.999905142,ns
8298,ENSMUSG00000031358,Msl3,17692,0.21806203,5.071087002,0.2163232,0.641855851,0.999905142,ns
684,ENSMUSG00000004264,Phb2,12034,-0.217171823,7.488729667,0.216219004,0.641936073,0.999905142,ns
5158,ENSMUSG00000025733,Rhot2,214952,0.217457573,5.873673331,0.215993216,0.642109994,0.999905142,ns
6950,ENSMUSG00000028879,Stx12,100226,-0.217266986,6.158316518,0.215836652,0.642230657,0.999905142,ns
11640,ENSMUSG00000039747,Orai2,269717,0.217478267,5.390542954,0.215570325,0.642436037,0.999905142,ns
5580,ENSMUSG00000026502,Desi2,78825,-0.217643019,5.010998278,0.215434864,0.642540558,0.999905142,ns
16758,ENSMUSG00000059288,Cdyl,12593,0.21840763,4.228187532,0.21539975,0.642567658,0.999905142,ns
301,ENSMUSG00000001707,Eef1e1,66143,-0.217427921,5.228061425,0.215300568,0.642644219,0.999905142,ns
17425,ENSMUSG00000062300,Nectin2,19294,-0.216710369,7.178633746,0.215211758,0.642712792,0.999905142,ns
4769,ENSMUSG00000024949,Sf1,22668,-0.216545356,8.415636732,0.215152816,0.642758312,0.999905142,ns
7174,ENSMUSG00000029229,Chic2,74277,0.217315317,5.179356408,0.214991875,0.642882644,0.999905142,ns
15343,ENSMUSG00000052738,Suclg1,56451,-0.216740201,6.378523107,0.214925727,0.642933762,0.999905142,ns
566,ENSMUSG00000003348,Mob3a,208228,0.218206319,4.14728722,0.214795518,0.643034412,0.999905142,ns
13414,ENSMUSG00000045394,Epcam,17075,-0.216301336,9.382495601,0.214765153,0.64305789,0.999905142,ns
5285,ENSMUSG00000025980,Hspd1,15510,0.21633963,8.47100102,0.214749534,0.643069966,0.999905142,ns
4412,ENSMUSG00000024294,Mib1,225164,0.216564641,6.656757938,0.214711145,0.643099651,0.999905142,ns
274,ENSMUSG00000001542,Ell2,192657,-0.2165372,6.719803897,0.214694085,0.643112845,0.999905142,ns
2806,ENSMUSG00000020899,Pfas,237823,0.217027128,5.352124308,0.214634049,0.643159278,0.999905142,ns
43999,ENSMUSG00000109771,Gm35315,102638847,-0.223301367,2.242084083,0.214632976,0.643160108,0.999905142,ns
3404,ENSMUSG00000021981,Cab39l,69008,0.216710696,5.952465689,0.2145752,0.6432048,0.999905142,ns
17410,ENSMUSG00000062232,Rapgef2,76089,-0.216855123,5.423661791,0.214395219,0.643344073,0.999905142,ns
11180,ENSMUSG00000038570,Saxo2,330577,0.243647526,0.2681304,0.214352224,0.643377353,0.999905142,ns
5339,ENSMUSG00000026082,Rev1,56210,0.217683432,4.304240395,0.214159545,0.643526548,0.999905142,ns
852,ENSMUSG00000005501,Usp40,227334,0.216785662,5.282309832,0.214074909,0.643592108,0.999905142,ns
7220,ENSMUSG00000029313,Aff1,17355,0.2161286,7.21280019,0.214063815,0.643600704,0.999905142,ns
11973,ENSMUSG00000040620,Dhx33,216877,0.216726702,5.349765934,0.214038105,0.643620623,0.999905142,ns
2805,ENSMUSG00000020898,Ctc1,68964,0.216840145,5.145911622,0.214009836,0.643642526,0.999905142,ns
1069,ENSMUSG00000006932,Ctnnb1,12387,0.215877985,10.27475369,0.213971837,0.643671972,0.999905142,ns
6017,ENSMUSG00000027297,Ltk,17005,-0.220636695,2.80957882,0.213923793,0.643709205,0.999905142,ns
14617,ENSMUSG00000049807,Arhgap23,58996,0.217941411,4.000262342,0.213868179,0.643752313,0.999905142,ns
13586,ENSMUSG00000046056,Sbsn,282619,-0.22027184,2.884358685,0.213684449,0.643894771,0.999905142,ns
14541,ENSMUSG00000049553,Polr1a,20019,0.216051327,6.196222773,0.213442673,0.64408235,0.999905142,ns
7880,ENSMUSG00000030545,Pex11a,18631,0.219361625,3.171367809,0.213410794,0.644107093,0.999905142,ns
7995,ENSMUSG00000030750,Nsmce1,67711,0.216610116,5.014491184,0.213374684,0.644135122,0.999905142,ns
13754,ENSMUSG00000046679,C87436,232196,0.219000971,3.245149941,0.213075606,0.644367382,0.999905142,ns
10886,ENSMUSG00000037935,Smarce1,57376,-0.215579362,6.914365197,0.212880597,0.64451893,0.999905142,ns
20728,ENSMUSG00000074865,Zfp934,77117,-0.225626503,1.688848242,0.212832332,0.644556451,0.999905142,ns
9544,ENSMUSG00000034110,Kctd7,212919,-0.21968532,2.929800028,0.212820612,0.644565563,0.999905142,ns
34265,ENSMUSG00000099032,Tcf24,100039596,-0.216508356,4.760653985,0.212806308,0.644576684,0.999905142,ns
2452,ENSMUSG00000020329,Polrmt,216151,0.216470344,4.820743312,0.21280058,0.644581138,0.999905142,ns
8395,ENSMUSG00000031513,Leprotl1,68192,-0.215888039,5.658219469,0.212721453,0.644642668,0.999905142,ns
6917,ENSMUSG00000028830,AU040320,100317,-0.215418313,6.643445182,0.212448772,0.644854815,0.999905142,ns
35768,ENSMUSG00000100755,Rps23-ps1,100038875,0.223332727,2.031366718,0.212372003,0.644914571,0.999905142,ns
5673,ENSMUSG00000026659,Dusp12,80915,0.220597263,2.542205052,0.211830339,0.64533657,0.999905142,ns
15703,ENSMUSG00000054414,Slc30a7,66500,-0.215100188,6.420755465,0.211711467,0.645429268,0.999905142,ns
13278,ENSMUSG00000044950,Pwwp2a,70802,-0.216096155,4.547289315,0.211609897,0.645508499,0.999905142,ns
641,ENSMUSG00000003865,Gys1,14936,-0.215355061,5.526087213,0.211547691,0.645557035,0.999905142,ns
7906,ENSMUSG00000030603,Psmc4,23996,0.215160728,5.956651307,0.211522849,0.64557642,0.999905142,ns
7984,ENSMUSG00000030733,Sh2b1,20399,0.215158058,5.883315105,0.211461276,0.645624474,0.999905142,ns
20527,ENSMUSG00000074305,Peak1,244895,-0.215246963,5.464688364,0.211273231,0.645771284,0.999905142,ns
5127,ENSMUSG00000025609,Mkln1,27418,-0.214891141,6.361411014,0.211268072,0.645775312,0.999905142,ns
5663,ENSMUSG00000026643,Nmt2,18108,-0.215078033,5.746090592,0.211206982,0.645823025,0.999905142,ns
2848,ENSMUSG00000020961,Ston2,108800,-0.215064213,5.62054867,0.211067967,0.645931627,0.999905142,ns
1988,ENSMUSG00000018750,Zbtb4,75580,0.215062038,5.465477197,0.210892046,0.646069125,0.999905142,ns
7018,ENSMUSG00000028986,Klhl7,52323,0.215706542,4.479712407,0.210675336,0.646238597,0.999905142,ns
8872,ENSMUSG00000032308,Ulk3,71742,0.215859102,4.320418441,0.210626042,0.646277161,0.999905142,ns
20204,ENSMUSG00000073435,Nme3,79059,-0.215813036,4.320320173,0.210578943,0.646314012,0.999905142,ns
10884,ENSMUSG00000037926,Ssh2,237860,-0.214885826,5.449323638,0.210549578,0.646336991,0.999905142,ns
9071,ENSMUSG00000032621,Srek1,218543,0.214557493,6.173677064,0.210489712,0.646383843,0.999905142,ns
5802,ENSMUSG00000026867,Gapvd1,66691,0.214388515,6.76804695,0.210471047,0.646398453,0.999905142,ns
7363,ENSMUSG00000029551,Psmg3,66506,-0.216650945,3.698067711,0.2104508,0.646414301,0.999905142,ns
12627,ENSMUSG00000042595,Fam199x,245622,0.215141257,4.962913507,0.210418611,0.646439499,0.999905142,ns
4426,ENSMUSG00000024319,Vps52,224705,-0.214589259,5.878110811,0.210356253,0.64648832,0.999905142,ns
19547,ENSMUSG00000070426,Rnf121,75212,-0.214593901,5.855567196,0.21034771,0.646495009,0.999905142,ns
12544,ENSMUSG00000042369,Rbm45,241490,-0.214645817,5.593168667,0.210222665,0.646592937,0.999905142,ns
3569,ENSMUSG00000022248,Rad1,19355,0.217301119,3.249782474,0.20980648,0.646919125,0.999905142,ns
5815,ENSMUSG00000026887,Mrrf,67871,0.215613559,4.17499278,0.209797333,0.646926298,0.999905142,ns
14602,ENSMUSG00000049751,Rpl36al,66483,-0.213777571,7.908134631,0.20961166,0.647071951,0.999905142,ns
10115,ENSMUSG00000035713,Usp35,244144,-0.217132667,3.219415217,0.209427643,0.647216382,0.999905142,ns
12433,ENSMUSG00000042046,Dstyk,213452,0.214921337,4.453239847,0.209091239,0.647480616,0.999905142,ns
9921,ENSMUSG00000035150,Eif2s3x,26905,-0.213464244,8.457925585,0.209084866,0.647485624,0.999905142,ns
1862,ENSMUSG00000017843,Ppp2r5c,26931,-0.213624772,6.908940265,0.209039306,0.647521431,0.999905142,ns
29632,ENSMUSG00000090290,Tarbp1,212728,0.215390998,4.029338435,0.208978843,0.647568957,0.999905142,ns
20120,ENSMUSG00000073077,Cfap47,636104,0.218939386,2.557263697,0.208775913,0.647728527,0.999905142,ns
22,ENSMUSG00000000148,Brat1,231841,0.214762018,4.349383753,0.208557922,0.647900046,0.999905142,ns
